Numero;price;km;Gears;age;Previous_Owners;hp_kW;Inspection_new;Displacement_cc;Weight_kg;cons_comb
3227;12480;165081;6;3;1;81;0;1598;1360;4
3228;11999;183000;6;3;1;81;1;1598;1374;3.4
3229;11790;209000;6;3;1;81;1;1598;1365;3.8
3230;11790;204000;6;3;1;81;1;1598;1365;3.8
3231;11990;193000;6;3;1;110;0;1968;1365;4
3232;11990;67000;6;3;2;81;1;1598;1360;3.8
3233;11990;156000;6;3;1;81;0;1598;1335;3.8
3234;10990;109678;6;3;1;81;1;1598;1360;4
3235;10950;122189;6;3;1;81;0;1598;1360;4
3236;5555;5558;6;1;1;110;0;1968;1465;4.8
3237;18790;64500;7;3;1;110;1;1395;1360;4.7
3238;18790;76500;7;3;1;81;0;1598;1355;3.9
3239;10550;31432;6;2;1;81;0;1598;1335;4
3240;18790;29110;7;3;1;81;0;1598;1360;3.8
3241;18790;48000;7;3;1;110;0;1968;1360;4
3242;18780;48835;7;3;1;81;1;1197;1360;4.8
3243;18780;91100;7;3;1;110;1;1968;1365;4.5
3244;18750;26100;7;3;1;85;0;999;1280;4.6
3245;18750;57962;7;3;1;81;1;1598;1365;3.8
3246;18750;58962;7;3;1;81;0;1598;1360;3.8
3247;18750;29800;6;1;1;110;0;1968;1395;4.3
3248;18750;135936;7;3;1;110;1;1968;1360;4.5
3249;18720;102234;6;3;1;110;1;1968;1395;4.5
3250;18700;31000;6;3;1;110;0;1968;1360;4.1
3251;18700;40700;7;3;1;81;0;1598;1360;3.8
3252;18500;90000;7;3;1;81;0;1598;1360;4.5
3253;18700;79000;7;3;1;81;0;1598;1355;3.8
3254;18700;40700;7;3;1;81;0;1598;1360;3.8
3255;18640;41350;6;3;1;110;1;1968;1360;4.4
3256;18500;70000;7;3;1;81;0;1598;1255;3.8
3257;18500;80000;7;2;2;110;0;1395;1280;4.7
3258;13480;71028;6;3;1;81;0;1598;1360;4
3259;13500;110396;6;3;1;92;0;1395;1280;5.1
3260;13479;69400;6;3;1;81;1;1598;1365;3.8
3261;13450;104355;6;3;1;81;0;1598;1790;3.8
3262;13444;88191;6;3;1;81;0;1598;1260;3.8
3263;13400;82100;6;3;1;92;0;1395;1280;5
3264;13399;152818;6;3;1;81;0;1598;1345;3.8
3265;13280;136819;6;3;1;81;0;1598;1360;4
3266;13250;79988;6;3;1;81;0;1598;1365;3.8
3267;13000;69800;6;3;1;81;0;1598;1335;4
3268;12980;92233;6;3;1;81;0;1598;1360;4
3269;13250;70000;6;3;1;81;0;1598;1205;3.2
3270;13100;116000;6;3;3;81;0;1598;1335;4
3271;13100;72265;6;3;3;92;0;1395;1280;5
3272;12990;136552;6;3;1;81;1;1598;1260;3.8
3273;12960;92146;6;3;1;81;1;1598;1360;3.8
3274;12950;149999;6;3;1;81;1;1598;1360;3.8
3275;13500;109571;6;3;1;92;0;1395;1280;5.1
3276;12950;144000;6;3;1;81;1;1598;1360;3.8
3277;13500;110396;6;3;1;92;0;1395;1280;5.1
3278;13500;109571;6;3;1;92;0;1395;1280;5.1
3279;13500;100832;6;3;1;92;0;1395;1280;5.1
3280;13500;110396;6;3;1;92;0;1395;1280;5.1
3281;13500;109571;6;3;1;92;0;1395;1280;5.1
3282;13500;109571;6;3;1;92;0;1395;1280;5.1
3283;13500;100832;6;3;1;92;0;1395;1280;5.1
3284;13500;110396;6;3;1;92;0;1395;1280;5.1
3285;13500;100832;6;3;1;92;0;1395;1280;5.1
3286;13500;109571;6;3;1;92;0;1395;1280;5.1
3287;13500;110396;6;3;1;92;0;1395;1280;5.1
3288;13500;100832;6;3;1;92;0;1395;1280;5.1
3289;13500;110396;6;3;1;92;0;1395;1280;5.1
3290;13500;109571;6;3;1;92;0;1395;1280;5.1
3291;12949;96100;5;3;1;81;1;1896;1360;3.2
3292;15980;78190;6;3;1;81;1;1598;1360;4
3293;15840;70766;6;3;1;110;0;1968;1455;4
3294;15950;157000;6;3;1;100;0;1968;1390;4
3295;15990;79990;6;3;1;81;0;1598;1360;4
3296;15990;69800;6;3;1;81;1;1598;1335;4
3297;15980;71200;6;3;1;85;1;1598;1360;3.8
3298;15980;61925;6;3;1;81;0;1598;1360;4
3299;15830;81103;6;3;1;110;0;1968;1455;4.1
3300;15990;77452;6;3;1;81;0;1598;1360;4
3301;15680;70700;6;3;1;81;1;1197;1360;5
3302;15820;70028;6;2;1;81;1;1598;1350;3.8
3303;22500;49000;7;2;2;81;0;1598;1360;3.8
3304;19000;50500;7;2;2;85;0;1598;1360;3.9
3305;17600;133990;7;3;1;81;0;1395;1355;3.4
3306;20000;73000;7;3;1;81;0;1395;1355;3.4
3307;20000;37000;6;3;1;110;0;1968;1555;4.7
3308;20000;57000;7;3;1;81;0;1598;1360;3.8
3309;24900;73000;6;3;1;110;0;1968;1395;4.5
3310;23500;20000;7;1;1;85;0;1598;1360;3.9
3311;24900;13082;7;2;1;110;0;1498;1315;4.9
3312;24900;20933;7;2;1;85;0;1598;1360;3.9
3313;24860;46298;7;3;1;110;0;1395;1210;4.6
3314;24700;10800;7;1;1;110;0;1968;1415;4.4
3315;24500;23484;7;1;1;85;0;1598;1360;3.9
3316;24500;29000;7;2;1;81;0;1598;1360;3.8
3317;24500;20000;7;1;1;110;0;1968;1415;4.4
3318;28300;58444;7;3;1;110;0;1968;1415;4.4
3319;28300;16000;7;1;1;110;0;1968;1325;4.3
3320;27900;15;7;1;1;85;0;1598;1360;3.9
3321;28000;41;7;1;1;85;0;1598;1360;3.9
3322;27900;42000;6;3;1;135;0;1968;1500;4.8
3323;26900;70000;7;2;1;110;0;1968;1415;4.4
3324;28000;18800;6;3;1;110;0;1968;1395;4.5
3325;27500;38000;6;2;1;110;0;1968;1400;4.5
3326;27000;19000;7;1;1;110;0;1968;1415;4.4
3327;27500;11200;7;1;1;85;0;1598;1360;3.9
3328;27500;61000;6;3;1;110;0;1968;1395;4.5
3329;27150;7500;7;0;1;85;0;1598;1360;4
3330;27000;30000;7;2;1;85;0;1598;1360;3.9
3331;27000;1;7;1;1;85;0;1598;1360;3.9
3332;27000;13000;7;2;1;110;0;1968;1415;4.4
3333;27000;47000;6;3;1;110;0;1968;1400;4.5
3334;26990;1647.362609;7;0;1;85;0;999;1360;4
3335;26990;1;7;0;1;85;0;1598;1360;3.9
3336;26900;20;7;1;1;85;0;1598;1360;4
3337;26900;60000;7;2;1;81;0;1598;1360;3.8
3338;26500;16412;6;2;1;110;0;1968;1360;4.6
3339;26500;90000;6;3;1;135;0;1968;1500;4.8
3340;26890;1647.362609;7;0;0;96;0;1498;1385;3.5
3341;26490;1647.362609;7;0;0;85;0;999;1360;4
3342;26200;14500;7;1;1;85;0;1598;1360;3.9
3343;26100;7000;7;1;1;110;0;1498;1315;4.9
3344;26000;59700;6;3;1;110;0;1968;1395;4.5
3345;26000;90000;6;2;1;110;0;1968;1395;4.5
3346;25890;16000;7;2;1;110;0;1968;1415;4.4
3347;26000;55000;7;2;1;81;0;1395;1355;3.3
3348;26000;51000;7;2;1;110;0;1968;1415;4.4
3349;25500;7790;6;3;1;110;0;1968;1360;4.4
3350;25500;51000;6;3;1;135;0;1968;1500;4.8
3351;25400;17000;7;2;1;81;0;1598;1360;3.8
3352;25000;78000;6;2;1;110;0;1968;1400;4.4
3353;25000;2800;7;1;1;85;0;1598;1360;3.9
3354;25000;50000;6;3;1;162;0;1798;1470;6.6
3355;25000;47000;7;2;1;85;0;1598;1360;3.9
3356;24950;32000;7;2;1;85;0;1598;1360;3.9
3357;24950;57000;6;3;1;150;0;1400;1280;4.1
3358;24000;22500;7;3;1;110;0;1395;1325;4.7
3359;23900;8250;7;0;1;85;0;999;1275;5.1
3360;23900;44400;7;2;1;81;0;1598;1360;3.8
3361;24500;36893;7;2;1;110;0;1968;1415;4.4
3362;24000;30000;7;2;1;81;0;1598;1360;3.8
3363;24000;47000;7;2;1;85;0;1598;1360;3.9
3364;23900;28000;6;3;1;110;0;1968;1395;4.5
3365;23900;25000;7;3;1;81;0;1598;1365;3.9
3366;22500;65700;7;2;1;85;0;1598;1360;3.9
3367;23900;133000;7;3;1;135;0;1968;1525;4.9
3368;23700;10000;7;1;1;110;0;1968;1415;4.4
3369;22500;10;7;1;1;85;0;999;1275;5.1
3370;23500;44000;7;2;1;81;0;1598;1360;3.8
3371;22500;19000;7;2;1;85;0;1598;1360;3.9
3372;22500;46000;7;2;1;81;0;1598;1360;3.8
3373;22500;36000;7;2;1;85;0;1598;1360;3.9
3374;22500;89000;7;3;1;81;0;1395;1355;3.4
3375;22300;16800;7;2;1;85;0;1598;1360;3.9
3376;22400;15000;7;1;1;110;0;1968;1415;4.4
3377;22000;29000;7;2;1;81;0;1598;1360;3.8
3378;22250;29300;7;2;1;85;0;999;1360;4
3379;22100;51500;7;3;1;81;0;1395;1355;3.3
3380;22400;28000;7;1;1;85;0;1598;1360;3.9
3381;22000;92000;7;2;1;81;0;1395;1355;3.3
3382;22000;58000;7;2;1;85;0;1598;1360;3.9
3383;22000;60000;6;3;1;110;0;1968;1395;4.5
3384;22000;10000;7;1;1;85;0;1598;1360;3.9
3385;22000;63000;6;3;1;110;0;1968;1370;4.5
3386;23500;78500;7;3;1;81;0;1395;1355;3.4
3387;22000;96000;7;2;1;81;0;1395;1355;3.3
3388;22000;60000;7;3;1;81;0;1598;1355;3.8
3389;22000;78000;6;3;1;110;0;1968;1395;4.5
3390;23490;19000;7;2;1;85;0;1598;1370;4
3391;23500;30000;6;3;1;110;0;1968;1400;4.5
3392;23400;59000;7;2;1;81;0;1395;1355;3.3
3393;23200;20000;7;1;1;85;0;1598;1360;3.9
3394;23000;44000;7;2;1;81;0;1598;1360;3.8
3395;23000;15000;7;1;1;85;0;1598;1370;4
3396;23000;55000;6;2;1;110;0;1968;1395;4.5
3397;23000;98000;6;3;1;110;0;1968;1395;4.5
3398;23000;98000;6;3;1;110;0;1968;1395;4.5
3399;22950;55000;6;3;1;110;0;1968;1395;4.5
3400;22900;4300;7;2;1;85;0;1598;1360;3.9
3401;22900;15000;7;1;1;85;0;1598;1360;3.9
3402;22900;15000;7;1;1;85;0;1598;1360;3.9
3403;22900;17588;7;1;1;85;0;1598;1360;3.9
3404;22900;13762;7;1;1;85;0;1598;1360;3.9
3405;22900;27000;7;1;1;85;0;1598;1360;3.9
3406;22800;61200;6;3;1;110;0;1968;1400;4.5
3407;20000;90000;7;3;1;81;0;1598;1360;3.8
3408;20000;81000;7;2;1;81;0;1598;1360;3.8
3409;20000;40000;7;2;1;85;0;1598;1360;3.9
3410;20000;27000;7;2;1;81;0;1598;1355;3.8
3411;19980;27100;7;2;1;81;0;1598;1360;3.8
3412;20000;96000;7;2;1;81;0;1395;1355;3.3
3413;20000;54500;7;3;1;81;0;1598;1355;3.8
3414;19500;112000;6;3;1;110;0;1968;1395;4.5
3415;19800;60888;7;2;1;85;0;1598;1360;3.9
3416;19500;44000;7;3;1;81;0;1598;1330;3.8
3417;19900;82000;6;3;1;110;0;1968;1395;4.5
3418;19500;51000;7;3;1;81;0;1598;1360;3.8
3419;19300;59400;7;3;1;81;0;1598;1355;3.8
3420;19370;23862;7;2;1;85;0;1598;1360;3.9
3421;19200;57000;7;3;1;81;0;1598;1355;3.8
3422;19000;69000;7;3;1;81;0;1598;1360;3.8
3423;19000;40000;7;2;1;81;0;1598;1360;3.8
3424;21950;98857;7;3;1;110;0;1395;1225;4.5
3425;21500;73000;7;2;1;85;0;1598;1360;3.9
3426;21500;25600;7;1;1;85;0;1598;1360;3.9
3427;21500;67000;7;3;1;81;0;1598;1330;3.8
3428;21500;127000;6;3;1;135;0;1968;1500;4.8
3429;21500;48000;7;2;1;81;0;1598;1365;3.9
3430;21500;55000;6;3;1;110;0;1968;1370;4.5
3431;21500;20;7;1;1;85;0;1598;1360;3.9
3432;21499;41603;7;2;1;81;0;1598;1360;3.8
3433;21400;63000;6;3;1;110;0;1968;1370;4.5
3434;21000;94000;7;3;1;81;0;1395;1355;3.4
3435;20999;85000;7;2;1;110;0;1968;1415;4.4
3436;20900;50900;7;2;1;81;0;1598;1360;3.8
3437;20900;39000;7;1;1;85;0;1598;1360;3.9
3438;20500;54000;7;3;1;81;0;1598;1360;3.8
3439;20400;31000;7;2;1;85;0;1598;1360;3.9
3440;20500;73000;7;3;1;81;0;1395;1355;3.3
3441;20009;45000;7;2;1;85;0;1598;1360;3.9
3442;19000;45000;7;2;1;85;0;1598;1360;3.9
3443;19000;58000;7;3;1;81;0;1598;1355;3.8
3444;18900;119900;7;3;1;81;0;1395;1355;3.4
3445;20200;62900;7;2;1;110;0;1968;1415;4.4
3446;18900;85480;7;2;1;85;0;1598;1360;3.9
3447;18500;100000;7;3;1;81;0;1598;1355;3.8
3448;18490;149000;6;3;1;110;0;1968;1395;4.5
3449;18500;54000;7;2;1;81;0;1598;1360;3.8
3450;18500;62000;7;3;2;81;0;1598;1360;3.8
3451;18500;61200;7;3;2;81;0;1598;1360;3.8
3452;18500;49045;7;2;1;81;0;1598;1365;3.9
3453;18500;70000;7;3;1;81;0;1598;1355;3.8
3454;18300;50000;7;3;1;81;0;1598;1355;3.8
3455;18200;54000;7;3;1;81;0;1598;1355;3.8
3456;18000;49000;7;3;1;81;0;1598;1355;3.8
3457;18000;60000;7;3;1;81;0;1598;1355;3.8
3458;17800;114230;7;3;1;81;0;1395;1355;3.4
3459;18000;75000;7;3;1;81;0;1598;1355;3.8
3460;17899;121000;7;2;1;81;0;1598;1365;3.9
3461;17890;39000;7;3;1;81;0;1598;1355;3.8
3462;17590;122000;7;2;1;85;0;1598;1360;3.9
3463;17500;55000;7;3;1;81;0;1598;1360;3.8
3464;17500;80000;7;3;1;81;0;1598;1360;3.8
3465;17490;62000;7;3;1;81;0;1598;1360;3.8
3466;17000;59000;6;3;1;110;0;1968;1400;4.5
3467;16800;83500;7;3;1;81;0;1598;1355;3.8
3468;16800;98500;7;3;1;81;0;1598;1355;3.8
3469;16700;95000;7;3;1;81;0;1598;1360;3.8
3470;16500;125000;6;3;1;110;0;1968;1400;4.5
3471;16500;56000;7;3;1;81;0;1598;1355;3.8
3472;16350;84000;7;3;1;81;0;1598;1360;3.8
3473;16200;96000;7;3;1;81;0;1598;1360;3.8
3474;16000;98000;6;3;1;110;0;1968;1400;4.5
3475;15900;165000;7;3;1;81;0;1598;1365;3.9
3476;15890;169000;7;3;1;81;0;1598;1360;3.8
3477;15500;161000;7;3;1;81;0;1395;1355;3.4
3478;15500;150000;6;3;1;110;0;1968;1395;4.5
3479;15450;157000;7;3;1;81;0;1598;1360;3.8
3480;14800;150000;7;3;1;81;0;1598;1360;4
3481;14000;152000;7;3;1;81;0;1598;1355;3.8
3482;15790;87000;6;2;1;81;0;1598;1365;4.2
3483;15790;96400;6;3;1;110;1;1968;1360;3.8
3484;15800;94000;6;3;1;81;0;1598;1360;3.6
3485;15799;70000;6;3;1;81;0;1598;1335;3.8
3486;15780;53500;6;3;1;81;1;1197;1255;4.9
3487;15780;80617;6;3;1;81;0;1598;1410;3.8
3488;15750;84386;6;3;1;81;0;1598;1335;3.8
3489;15750;87330;6;3;1;81;1;1598;1360;4
3490;15700;101000;6;3;1;81;0;1598;1345;3.7
3491;15750;142036;6;3;1;110;0;1968;1365;4.5
3492;15700;89991;6;2;1;81;0;1598;1360;4.1
3493;15700;83000;6;3;1;81;0;1598;1315;4
3494;15700;61100;6;3;1;81;1;1598;1365;4
3495;15700;57809;6;3;1;81;0;1598;1360;3.8
3496;15700;89138;6;3;1;81;0;1598;1335;3.8
3497;15699;108000;6;2;1;85;0;1598;1360;4.1
3498;15680;116593;6;3;1;135;0;1968;1360;4
3499;15930;92816;6;2;1;85;1;1598;1335;4
3500;15930;111900;6;3;1;110;1;1968;1360;4
3501;15930;81295;6;3;1;81;1;1598;1360;4
3502;15990;50000;6;3;1;81;0;1598;1360;3.8
3503;15990;89812;6;3;1;81;0;1598;1315;3.3
3504;15990;42152;6;2;1;81;0;1598;1890;4
3505;15930;111900;6;3;1;110;1;1968;1365;4
3506;15900;98000;6;3;1;81;0;1598;1335;3.8
3507;15900;142800;6;3;1;110;0;1968;1360;4.1
3508;15900;100000;6;3;1;81;0;1598;1335;3.8
3509;15900;97000;6;3;1;81;0;1395;1335;3.4
3510;15900;32472;6;3;1;81;0;1598;1365;3.8
3511;15900;55927;6;3;1;81;0;1598;1820;3.8
3512;15900;79575;6;3;1;81;0;1598;1335;3.8
3513;15900;108500;6;3;1;81;0;1598;1800;4
3514;15900;42000;6;3;1;81;0;1598;1335;3.8
3515;15900;47000;6;3;1;81;0;1598;1315;4
3516;15900;129800;6;3;1;110;0;1968;1385;4
3517;15900;61446;6;3;1;110;0;1968;1840;4.1
3518;15900;50000;6;2;1;85;1;999;1255;4.8
3519;15900;118982;6;3;1;81;0;1598;1235;3.8
3520;15990;79990;6;3;1;81;0;1598;1360;4
3521;15990;79990;6;3;1;81;0;1598;1360;4
3522;15990;42378;6;3;1;81;0;1197;1180;4.9
3523;15990;53000;6;3;1;81;0;1598;1260;3.9
3524;15990;59843;6;3;1;81;1;1598;1360;3.8
3525;15990;110000;6;3;1;81;0;1598;1280;4.1
3526;15990;49493;6;3;1;82;0;1598;1280;4.1
3527;16000;123226;6;3;1;81;0;1598;1335;3.6
3528;16000;55000;6;3;1;81;0;1598;1350;4
3529;16000;61000;6;3;1;81;1;1598;1345;3.9
3530;16000;5410;6;2;1;85;0;999;1255;4.6
3531;15900;108000;6;3;1;92;0;1395;1280;5
3532;16000;123226;6;3;1;81;0;1598;1335;3.6
3533;16000;89000;6;3;1;81;0;1598;1335;3.8
3534;16000;65000;6;3;1;81;0;1598;1455;4.7
3535;15999;76662;6;3;1;81;0;1598;1335;4
3536;16000;61418;6;3;1;81;0;1197;1255;4.9
3537;16000;94000;6;3;1;81;0;1598;1385;3.8
3538;15999;40354;6;3;1;81;1;1197;1360;4.9
3539;15999;101000;6;3;1;81;0;1598;1350;3.8
3540;15999;79307;6;3;1;81;0;1598;1335;3.8
3541;15999;31000;6;3;1;81;0;1598;1280;3.4
3542;15995;90069;6;3;1;92;0;1395;1280;5.3
3543;15980;67839;6;3;2;81;0;1598;1360;3.7
3544;15999;105259;6;3;1;81;0;1598;1335;3.8
3545;15990;47786;6;3;2;81;0;1598;1365;3.9
3546;15980;110712;6;2;1;81;0;1598;1360;3.8
3547;15900;89346;6;3;1;81;0;1598;1360;4
3548;15980;146839;6;3;1;81;1;1598;1350;4.2
3549;15890;53994;6;3;1;81;0;1598;1360;3.8
3550;15890;50800;6;3;1;81;0;1598;1335;3.8
3551;15899;64500;6;3;0;81;0;1598;1335;3.8
3552;15890;122300;6;3;1;81;1;1598;1360;4.2
3553;15890;53411;6;3;1;81;0;1598;1360;3.8
3554;15890;87000;6;3;1;81;0;1598;1385;3.8
3555;15890;46928;6;3;1;81;0;1598;1360;3.8
3556;15890;32185;6;3;2;81;0;1197;1360;5
3557;15880;54200;6;3;1;81;1;1598;1260;4
3558;15880;26280;6;3;1;81;0;1197;1360;4.9
3559;15870;124511;6;3;1;110;1;1968;1360;4.1
3560;15850;43424;6;3;1;81;1;1197;1365;4.9
3561;15850;31992;6;3;1;81;1;1197;1360;5.1
3562;15850;30057;6;3;1;81;1;1197;1360;5
3563;15850;127892;6;2;1;85;0;1598;1335;4
3564;15850;39722;6;3;2;81;1;1197;1360;4.9
3565;15850;77320;6;3;1;81;0;1598;1280;3.4
3566;15990;116000;6;3;1;81;0;1598;1355;3.7
3567;15990;71760;6;2;1;81;0;1598;1820;3.9
3568;15980;105227;6;3;1;81;0;1598;1360;4.1
3569;15980;61000;6;3;1;81;0;1598;1322;3.95
3570;15980;73500;6;3;1;81;0;1598;1322;3.95
3571;15850;97586;6;2;1;85;0;1598;1365;4.5
3572;15975;79300;6;2;1;110;1;1968;1360;4.4
3573;15970;33051;6;3;1;81;1;1598;1260;3.8
3574;15950;112000;6;3;1;135;0;1968;1395;4.2
3575;15950;112000;6;3;1;135;0;1968;1395;4.2
3576;15950;20000;6;3;2;81;1;1598;1365;3.8
3577;15950;68100;6;3;2;81;0;1598;1360;3.8
3578;15950;78968;6;3;2;82;0;1598;1180;3.4
3579;15950;117000;6;2;1;85;0;1598;1335;4
3580;15950;112000;6;3;2;135;0;1968;1880;4.2
3581;15950;112000;6;3;2;135;0;1968;1395;4.2
3582;15950;116557;6;3;1;81;1;1598;1360;3.8
3583;15950;94427;6;3;1;81;0;1598;1360;4
3584;15950;89234;6;3;1;81;1;1598;1360;3.8
3585;30500;1;7;1;1;85;0;1598;1360;3.9
3586;34000;35000;7;2;2;110;0;1968;1415;4.4
3587;32000;9000;7;1;1;110;0;1968;1415;4.4
3588;64900;35000;7;1;1;294;0;2480;1585;8.3
3589;28390;41500;7;2;1;110;0;1968;1415;4.4
3590;39959;7;7;1;1;85;0;999;1155;4.5
3591;62900;700;7;0;1;294;0;2480;1585;8.3
3592;39575;7;7;0;1;85;0;999;1155;4.5
3593;56900;5200;7;1;1;294;0;2480;1585;8.3
3594;58500;10000;7;1;1;294;0;2480;1585;8.3
3595;58990;7500;7;1;1;228;0;1984;1360;6.5
3596;63900;10;7;0;1;294;0;2480;1585;8.3
3597;57400;63000;7;1;1;294;0;2480;1585;8.3
3598;56100;8364;7;1;1;228;0;1984;1635;7.1
3599;55000;24000;7;2;1;294;0;2480;1585;8.3
3600;55000;30000;7;1;1;294;0;2480;1590;8.3
3601;53000;4000;7;1;1;294;0;2480;1590;8.3
3602;51900;19000;7;2;1;294;0;2480;1585;8.3
3603;51900;49000;7;1;1;294;0;2480;1585;8.3
3604;52000;13963;7;1;1;294;0;2480;1585;8.3
3605;50000;25000;7;1;1;294;0;2480;1585;8.3
3606;51999;33000;7;2;1;294;0;2480;1585;8.3
3607;49900;17234;7;1;1;294;0;2480;1585;8.3
3608;41495;750;7;0;1;110;0;1499;1155;4.5
3609;42500;37333;7;3;1;270;0;2480;1595;8.1
3610;41000;30000;7;3;1;270;0;2480;1595;8.1
3611;45890;18700;7;1;1;294;0;2480;1585;8.3
3612;38495;7;7;0;1;110;0;1499;1155;4.5
3613;38450;13800;6;1;1;110;0;1395;1615;4
3614;38725;7;7;0;1;85;0;999;1155;4.5
3615;38000;38000;7;1;1;135;0;1968;1525;4.9
3616;35899;20880;6;1;1;110;0;1395;1615;4
3617;36840;7;7;0;1;85;0;999;1155;4.5
3618;38000;12000;6;1;1;110;0;1395;1615;4
3619;35500;32800;7;2;1;135;0;1968;1525;4.9
3620;37998;7;7;0;1;85;0;999;1155;4.5
3621;35495;7;7;0;1;85;0;999;1155;4.5
3622;35495;7;7;0;1;85;0;999;1155;4.5
3623;35000;45000;6;2;2;110;0;1968;1395;4.5
3624;35000;23900;6;3;1;135;0;1968;1500;4.8
3625;35000;35000;6;1;1;110;0;1968;1395;4.5
3626;34738;1647.362609;7;0;0;96;0;1498;1385;5.4
3627;34000;29000;6;1;1;110;0;1968;1395;4.5
3628;34500;25000;7;1;1;110;0;1968;1415;4.4
3629;30000;59;6;2;2;110;0;1968;1360;4.6
3630;30000;18000;7;1;1;110;0;1968;1415;4.4
3631;30000;40000;6;2;2;110;0;1968;1395;4.5
3632;30000;1;7;0;1;96;0;1498;1385;3.5
3633;29980;34000;7;2;1;110;0;1968;1415;4.4
3634;29990;1;7;0;1;110;0;1968;1415;4.5
3635;29950;4895;7;1;1;110;0;1495;1240;4.8
3636;29900;65;7;0;1;85;0;1598;1360;3.9
3637;29900;70000;7;2;1;135;0;1968;1525;4.9
3638;29500;26000;7;2;1;110;0;1968;1575;4.5
3639;29500;95000;6;2;1;135;0;1968;1500;4.8
3640;29500;1647.362609;7;0;1;85;0;1598;1360;3.9
3641;28990;1;7;0;0;85;0;1598;1370;3.9
3642;28900;5000;7;1;1;85;0;1598;1360;3.9
3643;28900;14000;7;3;1;81;0;1598;1360;3.8
3644;28500;61000;6;3;1;110;0;1968;1395;4.5
3645;28500;1647.362609;7;0;0;85;0;999;1360;5.1
3646;28490;1;7;0;1;85;0;1598;1360;3.9
3647;34000;35000;7;2;1;110;0;1968;1415;4.4
3648;28490;19000;7;1;1;85;0;1598;1205;4.6
3649;74600;13000;7;1;1;294;0;2480;1490;8.3
3650;67600;37747;7;2;1;294;0;2480;1485;8.3
3651;33000;20;7;1;1;110;0;1498;1315;4.9
3652;33800;60;7;0;0;96;0;1498;1385;3.5
3653;32900;22500;6;2;1;135;0;1968;1500;4.8
3654;32500;20200;7;2;1;135;0;1968;1525;4.9
3655;33250;25000;7;1;1;110;0;1395;1240;4.9
3656;32200;50;7;0;0;85;0;1598;1360;3.9
3657;32950;8831;7;2;1;110;0;1395;1355;4.9
3658;31950;18300;7;2;1;110;0;1395;1215;5
3659;31900;10;7;0;1;85;0;1598;1360;3.9
3660;31900;1;7;1;1;85;0;1598;1360;3.9
3661;31900;1;7;0;1;85;0;1598;1360;3.9
3662;30900;468;6;2;1;110;0;1968;1355;4.7
3663;30900;11000;7;1;1;110;0;1968;1415;4.4
3664;30500;1;7;1;1;85;0;1598;1360;3.9
3665;30900;13861;7;1;1;110;0;1968;1415;4.4
3666;19890;31290;7;2;1;110;0;1498;1280;4.7
3667;19890;32900;7;2;1;85;1;1598;1355;4
3668;18900;42602;7;2;1;85;0;1598;1360;3.9
3669;19890;39800;7;2;1;81;0;1598;1360;3.8
3670;18800;97580;7;2;1;110;0;1968;1360;4.7
3671;18800;40100;7;2;1;85;0;1598;1285;3.9
3672;19900;40100;7;2;1;85;0;1598;1285;3.9
3673;19900;40100;7;2;1;85;0;1598;1285;3.9
3674;20900;16452;7;2;1;85;0;1598;1845;4
3675;20990;59500;7;2;1;81;0;1598;1330;3.9
3676;21400;27600;7;1;1;85;0;1598;1360;3.9
3677;21500;31700;7;2;1;85;0;1598;1840;4
3678;21579;17456;7;2;1;85;0;999;1360;5.1
3679;21550;20710;7;1;1;85;0;1598;1845;4
3680;21600;22247;7;2;2;85;0;1598;1370;4
3681;21600;27324;6;2;2;110;0;1968;1395;4.5
3682;21890;26613;7;2;1;110;0;1395;1300;4.6
3683;21490;59500;7;2;1;110;1;1395;1280;4.7
3684;21900;15455;7;1;2;85;0;1598;1360;3.9
3685;21900;38000;7;2;1;81;0;1598;1285;3.8
3686;22300;10912;7;1;2;85;0;1598;1285;4
3687;21990;9500;7;1;1;85;0;1598;1370;4
3688;22290;16145;7;1;1;85;0;1598;1285;3.9
3689;21990;20090;7;2;1;85;0;1598;1360;3.9
3690;21900;17729;7;1;1;85;0;1598;1285;3.9
3691;22300;11436;7;1;1;85;0;1598;1285;4
3692;21900;22832;7;1;1;85;0;1598;1360;3.9
3693;21900;23000;7;2;2;85;0;1598;1285;3.9
3694;21900;15428;7;1;1;85;0;1598;1360;4
3695;21900;22902;7;1;1;85;0;1598;1845;4
3696;21900;23633;7;1;1;85;0;1598;1360;4
3697;21900;25656;7;1;1;85;0;1598;1360;4
3698;21900;24529;7;1;1;85;0;1598;1360;3.9
3699;21900;24585;7;1;1;85;0;1598;1360;3.9
3700;21900;4800;7;1;1;85;0;999;1275;5.1
3701;21900;18100;7;1;1;85;0;1598;1360;3.9
3702;21900;5000;7;2;1;110;0;1498;1360;5
3703;21900;32483;7;1;1;85;0;1598;1360;3.9
3704;21900;17000;7;1;1;85;0;1598;1360;3.9
3705;21900;39000;7;2;1;85;1;999;1360;4.7
3706;21900;1;7;0;1;85;0;999;1360;5.1
3707;21900;17985;7;1;1;85;0;1598;1360;3.9
3708;21900;12103;7;1;1;85;0;1598;1360;4
3709;21900;19000;7;1;1;85;0;1598;1360;3.9
3710;22290;1;7;0;1;110;0;1498;1345;5
3711;22290;16145;7;1;1;85;0;1598;1285;3.9
3712;22290;16145;7;1;1;85;0;1598;1285;3.9
3713;22280;90480;7;2;1;81;0;1598;1360;4
