make_model;body_type;price;vat;km;Type;Fuel;Gears;Comfort_Convenience;Entertainment_Media;Extras;Safety_Security;age;Previous_Owners;hp_kW;Inspection_new;Paint_Type;Upholstery_type;Gearing_Type;Displacement_cc;Weight_kg;Drive_chain;cons_comb
Audi A1;Compact;22989;VAT deductible;6000;Demonstration;Benzine;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;85;1;Metallic;Cloth;Manual;999;1180;front;4.9
Audi A1;Sedans;22989;VAT deductible;6000;Demonstration;Benzine;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;85;1;Metallic;Cloth;Manual;999;1135;front;4.9
Audi A1;Sedans;22950;VAT deductible;1000;Used;Benzine;5;Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor;CD player,Hands-free equipment,Radio;Alloy wheels;Electronic stability control,Fog lights,Immobilizer,Isofix,Power steering,Side airbag;0;1;70;0;Metallic;Cloth;Manual;999;1135;front;4.2
Audi A1;Compact;22990;VAT deductible;1647.362609;New;Benzine;5;Air conditioning,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Hands-free equipment,MP3,On-board computer,Sound system,USB;Alloy wheels,Sport package,Sport suspension,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;70;1;Metallic;Cloth;Manual;999;1165;front;4.6
Audi A1;Compact;22919;VAT deductible;1647.362609;New;Benzine;5;Air conditioning,Armrest,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Hands-free equipment,MP3;Alloy wheels,Catalytic Converter,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;70;1;Metallic;Cloth;Manual;999;1180;front;4
Audi A1;Compact;22900;VAT deductible;3900;Demonstration;Benzine;6;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Seat heating;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio;Catalytic Converter;ABS,Central door lock,Driver-side airbag,Electronic stability control,Emergency system,Immobilizer,Isofix,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Traction control;0;1;85;0;Metallic;Cloth;Manual;999;1180;front;4.9
Audi A1;Compact;22900;VAT deductible;3900;Demonstration;Benzine;6;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Seat heating;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio;Catalytic Converter;ABS,Central door lock,Driver-side airbag,Electronic stability control,Emergency system,Immobilizer,Isofix,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Traction control;0;1;85;0;Metallic;Cloth;Manual;999;1180;front;4.9
Audi A1;Sedans;22900;VAT deductible;10;Pre-registered;Benzine;6;Air conditioning,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Power windows,Rain sensor;Bluetooth,Radio,USB;Alloy wheels;ABS,Central door lock,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag;0;1;85;0;Metallic;Cloth;Manual;999;1230;front;4.8
Audi A1;Sedans;22900;VAT deductible;10;Pre-registered;Benzine;6;Air conditioning,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Power windows,Rain sensor;Bluetooth,Radio,USB;Alloy wheels;ABS,Central door lock,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag;0;1;85;0;Metallic;Cloth;Manual;999;1230;front;4.8
Audi A1;Sedans;22900;VAT deductible;10;Used;Benzine;6;Air conditioning,Automatic climate control,Multi-function steering wheel,Power windows,Start-stop system;Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Electronic stability control,Fog lights,Power steering,Side airbag;0;1;85;0;Metallic;Cloth;Manual;999;1655;front;4.9
Audi A1;Sedans;22900;VAT deductible;12;Used;Benzine;6;Air conditioning,Automatic climate control,Multi-function steering wheel,Power windows,Start-stop system;Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Electronic stability control,Fog lights,Power steering,Side airbag;0;1;85;0;Metallic;Cloth;Manual;999;1655;front;4.9
Audi A1;Sedans;22900;VAT deductible;11;Used;Benzine;6;Air conditioning,Automatic climate control,Multi-function steering wheel,Power windows,Start-stop system;Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Electronic stability control,Fog lights,Power steering,Side airbag;0;1;85;0;Metallic;Cloth;Manual;999;1655;front;4.9
Audi A1;Compact;22880;VAT deductible;9700;Demonstration;Benzine;6;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Light sensor,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Touch screen,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights;0;1;85;1;Metallic;Cloth;Manual;999;1180;front;4.9
Audi A1;Compact;22880;VAT deductible;12700;Demonstration;Benzine;6;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Light sensor,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Touch screen,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;85;1;Metallic;Cloth;Manual;999;1180;front;4.9
Audi A1;Sedans;22800;VAT deductible;22;Used;Benzine;6;Air conditioning,Automatic climate control,Multi-function steering wheel,Park Distance Control,Power windows,Start-stop system;Radio;Alloy wheels,Sport suspension;ABS,Central door lock,Daytime running lights,Electronic stability control,Fog lights,Power steering,Side airbag;0;1;85;0;Metallic;Cloth;Manual;999;1655;front;4.9
Audi A1;Sedans;22900;VAT deductible;4000;Employee's car;Benzine;6;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Power windows,Rain sensor,Start-stop system;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Touch screen,Voice Control;ABS,Central door lock,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;85;0;Metallic;Cloth;Manual;999;1180;front;4.8
Audi A1;Sedans;22900;VAT deductible;2900;Demonstration;Benzine;6;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Park Distance Control,Power windows,Rain sensor,Seat heating,Start-stop system;Hands-free equipment,On-board computer,Radio,USB;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Traction control,Traffic sign recognition;0;1;85;0;Metallic;Cloth;Manual;999;1135;front;4.9
Audi A1;Compact;22890;VAT deductible;1000;Demonstration;Benzine;5;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Hands-free equipment,Sound system;Alloy wheels,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;85;0;Metallic;Cloth;Manual;999;1180;front;4.9
Audi A1;Compact;22850;VAT deductible;1647.362609;New;Benzine;6;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Radio,USB;Alloy wheels,Catalytic Converter;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;85;1;Metallic;Cloth;Manual;999;1180;front;4.9
Audi A1;Sedans;22800;VAT deductible;20;Used;Benzine;6;Air conditioning,Automatic climate control,Cruise control,Multi-function steering wheel,Power windows,Start-stop system;Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Electronic stability control,Fog lights,Power steering,Side airbag,Traction control;0;1;85;0;Metallic;Cloth;Manual;999;1655;front;4.8
Audi A1;Sedans;22800;VAT deductible;19;Used;Benzine;6;Air conditioning,Multi-function steering wheel,Park Distance Control,Power windows,Start-stop system;Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Electronic stability control,Fog lights,Power steering,Side airbag;0;1;85;0;Metallic;Cloth;Manual;999;1655;front;4.9
Audi A1;Sedans;22800;VAT deductible;28;Used;Benzine;6;Air conditioning,Multi-function steering wheel,Park Distance Control,Power windows,Start-stop system;Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Electronic stability control,Fog lights,Power steering,Side airbag;0;1;85;0;Metallic;Cloth;Manual;999;1655;front;4.9
Audi A1;Compact;22790;VAT deductible;1647.362609;New;Benzine;5;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter,Touch screen,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights;0;1;70;0;Metallic;Cloth;Manual;999;1180;front;4.7
Audi A1;Compact;22720;VAT deductible;0;New;Benzine;6;Air conditioning,Electrical side mirrors,Light sensor,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights;0;0;85;1;Metallic;Cloth;Manual;999;1180;front;4.9
Audi A1;Compact;22730;VAT deductible;1647.362609;New;Benzine;5;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Hands-free equipment;Alloy wheels;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system;0;0;85;1;Metallic;Cloth;Manual;999;1180;front;4.8
Audi A1;Compact;22790;VAT deductible;1647.362609;New;Benzine;5;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter,Touch screen,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights;0;0;70;0;Metallic;Cloth;Manual;999;1180;front;4.7
Audi A1;Compact;22785;VAT deductible;1647.362609;New;Benzine;6;Air conditioning,Armrest,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Rain sensor,Seat heating,Start-stop system;Bluetooth,Hands-free equipment,Radio;Alloy wheels;ABS,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;0;85;1;Metallic;Cloth;Manual;999;1180;front;4.8
Audi A1;Compact;22750;VAT deductible;10;New;Benzine;5;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Touch screen,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;0;70;0;Metallic;Cloth;Manual;999;1165;front;4.7
Audi A1;Compact;22720;VAT deductible;0;New;Benzine;6;Air conditioning,Electrical side mirrors,Light sensor,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights;0;0;85;1;Metallic;Cloth;Manual;999;1180;front;4.9
Audi A1;Compact;22720;VAT deductible;1647.362609;New;Benzine;6;Air conditioning,Electrical side mirrors,Light sensor,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights;0;0;85;1;Metallic;Cloth;Manual;999;1180;front;4.9
Audi A1;Compact;22720;VAT deductible;1647.362609;New;Benzine;6;Air conditioning,Electrical side mirrors,Light sensor,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights;0;0;85;1;Metallic;Cloth;Manual;999;1180;front;4.9
Audi A1;Compact;22690;VAT deductible;1647.362609;New;Benzine;5;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter,Sport package,Sport suspension,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;0;70;1;Metallic;Cloth;Manual;999;1180;front;4.6
Audi A1;Compact;22650;VAT deductible;3000;Demonstration;Benzine;5;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB;Alloy wheels,Catalytic Converter;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;70;1;Metallic;Cloth;Manual;999;1180;front;4.3
Audi A1;Sedans;22600;VAT deductible;10;Pre-registered;Benzine;6;Air conditioning,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Power windows,Rain sensor;Bluetooth,Radio,USB;Alloy wheels;ABS,Central door lock,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag;0;1;85;0;Metallic;Cloth;Manual;999;1230;front;4.8
Audi A1;Compact;22530;VAT deductible;1647.362609;New;Benzine;5;Air conditioning,Automatic climate control,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Voice Control;ABS,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;70;0;Metallic;Cloth;Manual;999;1165;front;4.6
Audi A1;Sedans;22600;VAT deductible;10;Pre-registered;Benzine;6;Air conditioning,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Power windows,Rain sensor;Bluetooth,Radio,USB;Alloy wheels;ABS,Central door lock,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag;0;1;85;0;Metallic;Cloth;Manual;999;1230;front;4.8
Audi A1;Sedans;22550;VAT deductible;1647.362609;New;Benzine;6;Air conditioning,Armrest,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Power windows,Rain sensor,Start-stop system;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio;Alloy wheels,Voice Control;ABS,Central door lock,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;85;0;Metallic;Cloth;Manual;999;1180;front;4.8
Audi A1;Compact;22590;VAT deductible;11;New;Benzine;5;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Catalytic Converter,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;70;0;Metallic;Cloth;Manual;999;1180;front;4.6
Audi A1;Sedans;22590;VAT deductible;1000;Used;Benzine;5;Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Rain sensor,Seat heating;CD player,Hands-free equipment,Radio,Sound system;Alloy wheels;Electronic stability control,Emergency brake assistant,Fog lights,Head airbag,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system;0;1;85;0;Metallic;Cloth;Manual;999;1147;front;4.8
Audi A1;Compact;22590;VAT deductible;1647.362609;New;Benzine;6;Air conditioning,Armrest,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;85;1;Metallic;Cloth;Manual;999;1180;front;4.9
Audi A1;Compact;22490;VAT deductible;1647.362609;New;Benzine;5;Air conditioning,Armrest,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;70;1;Metallic;Cloth;Manual;999;1165;front;4.7
Audi A1;Sedans;22490;VAT deductible;10;Used;Benzine;6;Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system,Tinted windows;Bluetooth,Digital radio,On-board computer,Radio,USB;Alloy wheels,Touch screen,Voice Control;Alarm system,Central door lock with remote control,Driver-side airbag,Electronic stability control,Emergency system,Head airbag,Isofix,Lane departure warning system,Passenger-side airbag,Side airbag,Tire pressure monitoring system;0;1;85;0;Metallic;Cloth;Manual;999;1180;front;4.8
Audi A1;Sedans;22500;VAT deductible;50;Pre-registered;Benzine;5;Air conditioning,Armrest,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system;Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB;Alloy wheels,Catalytic Converter,Touch screen,Voice Control;ABS,Alarm system,Central door lock,Central door lock with remote control,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Head airbag,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition;0;1;70;0;Metallic;Cloth;Manual;999;1230;front;4.8
Audi A1;Compact;22590;VAT deductible;1647.362609;New;Benzine;6;Air conditioning,Armrest,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter,Voice Control;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control;0;1;85;1;Metallic;Cloth;Manual;999;1180;front;4.9
Audi A1;Sedans;22500;VAT deductible;3000;Employee's car;Benzine;6;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system;Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB;Alloy wheels,Touch screen,Voice Control;ABS,Adaptive headlights,Alarm system,Blind spot monitor,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Head airbag,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition;0;1;85;0;Metallic;Cloth;Manual;999;1180;front;4.8
Audi A1;Sedans;22500;VAT deductible;1647.362609;New;Benzine;5;Air conditioning;Radio;Alloy wheels;Driver-side airbag,Electronic stability control,Power steering;0;1;70;0;Metallic;Cloth;Manual;999;1135;front;4.6
Audi A1;Sedans;22500;VAT deductible;9;Used;Benzine;5;Air conditioning,Automatic climate control,Cruise control,Multi-function steering wheel,Power windows,Start-stop system;Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Electronic stability control,Fog lights,Power steering,Side airbag;0;1;70;0;Metallic;Cloth;Manual;999;1630;front;4.6
Audi A1;Sedans;22500;VAT deductible;9;Used;Benzine;5;Air conditioning,Automatic climate control,Cruise control,Multi-function steering wheel,Power windows,Start-stop system;Radio;Alloy wheels;ABS,Central door lock,Daytime running lights,Electronic stability control,Fog lights,Power steering,Side airbag;0;1;70;0;Metallic;Cloth;Manual;999;1630;front;4.6
Audi A1;Compact;22490;VAT deductible;5500;Demonstration;Benzine;5;Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system;CD player,MP3,On-board computer,Radio,USB;Alloy wheels,Catalytic Converter;ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights;0;1;70;1;Metallic;Cloth;Manual;999;1180;front;4.7
