price;km;Fuel;Gears;age;Previous_Owners;hp_kW;Inspection_new;Displacement_cc;Weight_kg;cons_comb
14180;82430;Diesel;6;3;1;81;1;1598;1360;4
14000;130000;Diesel;6;3;1;110;0;1968;1380;4.1
14950;98097;Diesel;6;3;1;81;1;1598;1360;3.8
14950;127896;Diesel;6;3;1;81;0;1598;1335;3.8
14290;65700;Diesel;6;3;1;81;0;1598;1335;3.8
14250;65900;Diesel;6;3;1;81;0;1598;1335;3.8
14250;6500;Diesel;6;1;1;81;0;1568;1360;4
14950;95000;Diesel;6;3;1;81;0;1598;1345;3.9
14900;66000;Diesel;6;3;1;81;0;1598;1260;3
14900;152000;Diesel;6;3;1;110;0;1968;1360;4.1
14900;131290;Diesel;6;3;1;81;0;1598;1360;3.8
14900;67776;Diesel;6;3;1;81;0;1598;1350;3.9
14940;72692;Diesel;6;3;1;81;0;1598;1410;4
14920;68450;Diesel;6;3;2;81;1;1598;1360;4
14900;41400;Benzine;6;3;2;92;1;1395;1250;5.3
13690;93259;Diesel;6;3;1;81;1;1598;1315;3.8
14890;112750;Diesel;6;3;1;81;0;1598;1360;4
14890;71168;Diesel;6;3;1;81;0;1598;1360;3.8
14890;54399;Diesel;6;3;1;81;0;1598;1360;3.8
14890;128429;Diesel;6;3;1;110;0;1968;1360;4.4
14890;53411;Diesel;6;3;1;81;0;1598;1260;3.8
13690;73769;Diesel;6;3;1;81;1;1598;1365;3.8
14890;128429;Diesel;6;3;1;110;0;1968;1380;4
13650;100619;Diesel;6;3;1;81;0;1598;1870;3.8
13590;87305;Diesel;6;3;1;81;1;1598;1365;3.8
13500;109571;Benzine;6;3;1;92;0;1395;1280;5.1
13680;154910;Diesel;6;3;1;110;0;1968;1360;4
13500;160000;Diesel;6;3;1;81;0;1598;1335;3.8
12900;217032;Diesel;6;3;1;81;0;1598;1180;3.4
12900;103000;Diesel;6;3;1;81;0;1598;1335;3.8
12900;138653;Diesel;6;3;1;81;0;1598;1335;3.8
12900;124800;Diesel;6;3;1;81;0;1598;1345;3.9
12550;119000;Diesel;6;3;1;81;0;1598;1360;4
12890;146900;Diesel;6;3;1;81;0;1598;1365;3.8
12880;123561;Diesel;6;3;1;81;0;1598;1360;4
12500;110000;Diesel;6;3;1;81;0;1598;1385;3.8
12480;165081;Diesel;6;3;1;81;0;1598;1360;4
11999;183000;Diesel;6;3;1;81;1;1598;1374;3.4
11790;209000;Diesel;6;3;1;81;1;1598;1365;3.8
11790;204000;Diesel;6;3;1;81;1;1598;1365;3.8
11990;193000;Diesel;6;3;1;110;0;1968;1365;4
11990;67000;Diesel;6;3;2;81;1;1598;1360;3.8
11990;156000;Diesel;6;3;1;81;0;1598;1335;3.8
10990;109678;Diesel;6;3;1;81;1;1598;1360;4
10950;122189;Diesel;6;3;1;81;0;1598;1360;4
5555;5558;Diesel;6;1;1;110;0;1968;1465;4.8
18790;64500;Benzine;7;3;1;110;1;1395;1360;4.7
18790;76500;Diesel;7;3;1;81;0;1598;1355;3.9
10550;31432;Diesel;6;2;1;81;0;1598;1335;4
18790;29110;Diesel;7;3;1;81;0;1598;1360;3.8
18790;48000;Diesel;7;3;1;110;0;1968;1360;4
18780;48835;Benzine;7;3;1;81;1;1197;1360;4.8
18780;91100;Diesel;7;3;1;110;1;1968;1365;4.5
18750;26100;Benzine;7;3;1;85;0;999;1280;4.6
18750;57962;Diesel;7;3;1;81;1;1598;1365;3.8
18750;58962;Diesel;7;3;1;81;0;1598;1360;3.8
18750;29800;Diesel;6;1;1;110;0;1968;1395;4.3
18750;135936;Diesel;7;3;1;110;1;1968;1360;4.5
18720;102234;Diesel;6;3;1;110;1;1968;1395;4.5
18700;31000;Diesel;6;3;1;110;0;1968;1360;4.1
18700;40700;Diesel;7;3;1;81;0;1598;1360;3.8
18500;90000;Diesel;7;3;1;81;0;1598;1360;4.5
18700;79000;Diesel;7;3;1;81;0;1598;1355;3.8
18640;41350;Diesel;6;3;1;110;1;1968;1360;4.4
18500;70000;Diesel;7;3;1;81;0;1598;1255;3.8
18500;80000;Benzine;7;2;2;110;0;1395;1280;4.7
13480;71028;Diesel;6;3;1;81;0;1598;1360;4
13479;69400;Diesel;6;3;1;81;1;1598;1365;3.8
13450;104355;Diesel;6;3;1;81;0;1598;1790;3.8
13444;88191;Diesel;6;3;1;81;0;1598;1260;3.8
13400;82100;Benzine;6;3;1;92;0;1395;1280;5
13399;152818;Diesel;6;3;1;81;0;1598;1345;3.8
13280;136819;Diesel;6;3;1;81;0;1598;1360;4
13250;79988;Diesel;6;3;1;81;0;1598;1365;3.8
13000;69800;Diesel;6;3;1;81;0;1598;1335;4
12980;92233;Diesel;6;3;1;81;0;1598;1360;4
13250;70000;Diesel;6;3;1;81;0;1598;1205;3.2
13100;116000;Diesel;6;3;3;81;0;1598;1335;4
13100;72265;Benzine;6;3;3;92;0;1395;1280;5
12990;136552;Diesel;6;3;1;81;1;1598;1260;3.8
12960;92146;Diesel;6;3;1;81;1;1598;1360;3.8
12950;149999;Diesel;6;3;1;81;1;1598;1360;3.8
12950;144000;Diesel;6;3;1;81;1;1598;1360;3.8
12949;96100;Diesel;5;3;1;81;1;1896;1360;3.2
15980;78190;Diesel;6;3;1;81;1;1598;1360;4
15840;70766;Diesel;6;3;1;110;0;1968;1455;4
15950;157000;Diesel;6;3;1;100;0;1968;1390;4
15990;79990;Diesel;6;3;1;81;0;1598;1360;4
15990;69800;Diesel;6;3;1;81;1;1598;1335;4
15980;71200;Diesel;6;3;1;85;1;1598;1360;3.8
15980;61925;Diesel;6;3;1;81;0;1598;1360;4
15830;81103;Diesel;6;3;1;110;0;1968;1455;4.1
15990;77452;Diesel;6;3;1;81;0;1598;1360;4
15680;70700;Benzine;6;3;1;81;1;1197;1360;5
15820;70028;Diesel;6;2;1;81;1;1598;1350;3.8
22500;49000;Diesel;7;2;2;81;0;1598;1360;3.8
19000;50500;Diesel;7;2;2;85;0;1598;1360;3.9
17600;133990;LPG/CNG;7;3;1;81;0;1395;1355;3.4
20000;73000;LPG/CNG;7;3;1;81;0;1395;1355;3.4
20000;37000;Diesel;6;3;1;110;0;1968;1555;4.7
20000;57000;Diesel;7;3;1;81;0;1598;1360;3.8
24900;73000;Diesel;6;3;1;110;0;1968;1395;4.5
23500;20000;Diesel;7;1;1;85;0;1598;1360;3.9
24900;13082;Benzine;7;2;1;110;0;1498;1315;4.9
24900;20933;Diesel;7;2;1;85;0;1598;1360;3.9
24860;46298;Benzine;7;3;1;110;0;1395;1210;4.6
24700;10800;Diesel;7;1;1;110;0;1968;1415;4.4
24500;23484;Diesel;7;1;1;85;0;1598;1360;3.9
24500;29000;Diesel;7;2;1;81;0;1598;1360;3.8
24500;20000;Diesel;7;1;1;110;0;1968;1415;4.4
28300;58444;Diesel;7;3;1;110;0;1968;1415;4.4
28300;16000;Diesel;7;1;1;110;0;1968;1325;4.3
27900;15;Diesel;7;1;1;85;0;1598;1360;3.9
28000;41;Diesel;7;1;1;85;0;1598;1360;3.9
27900;42000;Diesel;6;3;1;135;0;1968;1500;4.8
26900;70000;Diesel;7;2;1;110;0;1968;1415;4.4
28000;18800;Diesel;6;3;1;110;0;1968;1395;4.5
27500;38000;Diesel;6;2;1;110;0;1968;1400;4.5
27000;19000;Diesel;7;1;1;110;0;1968;1415;4.4
27500;11200;Diesel;7;1;1;85;0;1598;1360;3.9
27500;61000;Diesel;6;3;1;110;0;1968;1395;4.5
27150;7500;Diesel;7;0;1;85;0;1598;1360;4
27000;30000;Diesel;7;2;1;85;0;1598;1360;3.9
27000;1;Diesel;7;1;1;85;0;1598;1360;3.9
27000;13000;Diesel;7;2;1;110;0;1968;1415;4.4
27000;47000;Diesel;6;3;1;110;0;1968;1400;4.5
26990;1647.362609;Benzine;7;0;1;85;0;999;1360;4
26990;1;Diesel;7;0;1;85;0;1598;1360;3.9
26900;20;Diesel;7;1;1;85;0;1598;1360;4
26900;60000;Diesel;7;2;1;81;0;1598;1360;3.8
26500;16412;Diesel;6;2;1;110;0;1968;1360;4.6
26500;90000;Diesel;6;3;1;135;0;1968;1500;4.8
26890;1647.362609;LPG/CNG;7;0;0;96;0;1498;1385;3.5
26490;1647.362609;Benzine;7;0;0;85;0;999;1360;4
26200;14500;Diesel;7;1;1;85;0;1598;1360;3.9
26100;7000;Benzine;7;1;1;110;0;1498;1315;4.9
26000;59700;Diesel;6;3;1;110;0;1968;1395;4.5
26000;90000;Diesel;6;2;1;110;0;1968;1395;4.5
25890;16000;Diesel;7;2;1;110;0;1968;1415;4.4
26000;55000;LPG/CNG;7;2;1;81;0;1395;1355;3.3
26000;51000;Diesel;7;2;1;110;0;1968;1415;4.4
25500;7790;Diesel;6;3;1;110;0;1968;1360;4.4
25500;51000;Diesel;6;3;1;135;0;1968;1500;4.8
25400;17000;Diesel;7;2;1;81;0;1598;1360;3.8
25000;78000;Diesel;6;2;1;110;0;1968;1400;4.4
25000;2800;Diesel;7;1;1;85;0;1598;1360;3.9
25000;50000;Benzine;6;3;1;162;0;1798;1470;6.6
25000;47000;Diesel;7;2;1;85;0;1598;1360;3.9
24950;32000;Diesel;7;2;1;85;0;1598;1360;3.9
24950;57000;Electric;6;3;1;150;0;1400;1280;4.1
24000;22500;Benzine;7;3;1;110;0;1395;1325;4.7
23900;8250;Benzine;7;0;1;85;0;999;1275;5.1
23900;44400;Diesel;7;2;1;81;0;1598;1360;3.8
24500;36893;Diesel;7;2;1;110;0;1968;1415;4.4
24000;30000;Diesel;7;2;1;81;0;1598;1360;3.8
24000;47000;Diesel;7;2;1;85;0;1598;1360;3.9
23900;28000;Diesel;6;3;1;110;0;1968;1395;4.5
23900;25000;Diesel;7;3;1;81;0;1598;1365;3.9
22500;65700;Diesel;7;2;1;85;0;1598;1360;3.9
23900;133000;Diesel;7;3;1;135;0;1968;1525;4.9
23700;10000;Diesel;7;1;1;110;0;1968;1415;4.4
22500;10;Benzine;7;1;1;85;0;999;1275;5.1
23500;44000;Diesel;7;2;1;81;0;1598;1360;3.8
22500;19000;Diesel;7;2;1;85;0;1598;1360;3.9
22500;46000;Diesel;7;2;1;81;0;1598;1360;3.8
22500;36000;Diesel;7;2;1;85;0;1598;1360;3.9
22500;89000;LPG/CNG;7;3;1;81;0;1395;1355;3.4
22300;16800;Diesel;7;2;1;85;0;1598;1360;3.9
22400;15000;Diesel;7;1;1;110;0;1968;1415;4.4
22000;29000;Diesel;7;2;1;81;0;1598;1360;3.8
22250;29300;Benzine;7;2;1;85;0;999;1360;4
22100;51500;LPG/CNG;7;3;1;81;0;1395;1355;3.3
22400;28000;Diesel;7;1;1;85;0;1598;1360;3.9
22000;92000;LPG/CNG;7;2;1;81;0;1395;1355;3.3
22000;58000;Diesel;7;2;1;85;0;1598;1360;3.9
22000;60000;Diesel;6;3;1;110;0;1968;1395;4.5
22000;10000;Diesel;7;1;1;85;0;1598;1360;3.9
22000;63000;Diesel;6;3;1;110;0;1968;1370;4.5
23500;78500;LPG/CNG;7;3;1;81;0;1395;1355;3.4
22000;96000;LPG/CNG;7;2;1;81;0;1395;1355;3.3
22000;60000;Diesel;7;3;1;81;0;1598;1355;3.8
22000;78000;Diesel;6;3;1;110;0;1968;1395;4.5
23490;19000;Diesel;7;2;1;85;0;1598;1370;4
23500;30000;Diesel;6;3;1;110;0;1968;1400;4.5
23400;59000;LPG/CNG;7;2;1;81;0;1395;1355;3.3
23200;20000;Diesel;7;1;1;85;0;1598;1360;3.9
23000;44000;Diesel;7;2;1;81;0;1598;1360;3.8
23000;15000;Diesel;7;1;1;85;0;1598;1370;4
23000;55000;Diesel;6;2;1;110;0;1968;1395;4.5
23000;98000;Diesel;6;3;1;110;0;1968;1395;4.5
22950;55000;Diesel;6;3;1;110;0;1968;1395;4.5
22900;4300;Diesel;7;2;1;85;0;1598;1360;3.9
22900;15000;Diesel;7;1;1;85;0;1598;1360;3.9
22900;17588;Diesel;7;1;1;85;0;1598;1360;3.9
22900;13762;Diesel;7;1;1;85;0;1598;1360;3.9
22900;27000;Diesel;7;1;1;85;0;1598;1360;3.9
22800;61200;Diesel;6;3;1;110;0;1968;1400;4.5
20000;90000;Diesel;7;3;1;81;0;1598;1360;3.8
20000;81000;Diesel;7;2;1;81;0;1598;1360;3.8
20000;40000;Diesel;7;2;1;85;0;1598;1360;3.9
20000;27000;Diesel;7;2;1;81;0;1598;1355;3.8
19980;27100;Diesel;7;2;1;81;0;1598;1360;3.8
20000;96000;LPG/CNG;7;2;1;81;0;1395;1355;3.3
20000;54500;Diesel;7;3;1;81;0;1598;1355;3.8
19500;112000;Diesel;6;3;1;110;0;1968;1395;4.5
19800;60888;Diesel;7;2;1;85;0;1598;1360;3.9
19500;44000;Diesel;7;3;1;81;0;1598;1330;3.8
19900;82000;Diesel;6;3;1;110;0;1968;1395;4.5
19500;51000;Diesel;7;3;1;81;0;1598;1360;3.8
19300;59400;Diesel;7;3;1;81;0;1598;1355;3.8
19370;23862;Diesel;7;2;1;85;0;1598;1360;3.9
19200;57000;Diesel;7;3;1;81;0;1598;1355;3.8
19000;69000;Diesel;7;3;1;81;0;1598;1360;3.8
19000;40000;Diesel;7;2;1;81;0;1598;1360;3.8
21950;98857;Benzine;7;3;1;110;0;1395;1225;4.5
21500;73000;Diesel;7;2;1;85;0;1598;1360;3.9
21500;25600;Diesel;7;1;1;85;0;1598;1360;3.9
21500;67000;Diesel;7;3;1;81;0;1598;1330;3.8
21500;127000;Diesel;6;3;1;135;0;1968;1500;4.8
21500;48000;Diesel;7;2;1;81;0;1598;1365;3.9
21500;55000;Diesel;6;3;1;110;0;1968;1370;4.5
21500;20;Diesel;7;1;1;85;0;1598;1360;3.9
21499;41603;Diesel;7;2;1;81;0;1598;1360;3.8
21400;63000;Diesel;6;3;1;110;0;1968;1370;4.5
21000;94000;LPG/CNG;7;3;1;81;0;1395;1355;3.4
20999;85000;Diesel;7;2;1;110;0;1968;1415;4.4
20900;50900;Diesel;7;2;1;81;0;1598;1360;3.8
20900;39000;Diesel;7;1;1;85;0;1598;1360;3.9
20500;54000;Diesel;7;3;1;81;0;1598;1360;3.8
20400;31000;Diesel;7;2;1;85;0;1598;1360;3.9
20500;73000;LPG/CNG;7;3;1;81;0;1395;1355;3.3
20009;45000;Diesel;7;2;1;85;0;1598;1360;3.9
19000;45000;Diesel;7;2;1;85;0;1598;1360;3.9
19000;58000;Diesel;7;3;1;81;0;1598;1355;3.8
18900;119900;LPG/CNG;7;3;1;81;0;1395;1355;3.4
20200;62900;Diesel;7;2;1;110;0;1968;1415;4.4
18900;85480;Diesel;7;2;1;85;0;1598;1360;3.9
18500;100000;Diesel;7;3;1;81;0;1598;1355;3.8
18490;149000;Diesel;6;3;1;110;0;1968;1395;4.5
18500;54000;Diesel;7;2;1;81;0;1598;1360;3.8
18500;62000;Diesel;7;3;2;81;0;1598;1360;3.8
18500;61200;Diesel;7;3;2;81;0;1598;1360;3.8
18500;49045;Diesel;7;2;1;81;0;1598;1365;3.9
18300;50000;Diesel;7;3;1;81;0;1598;1355;3.8
18200;54000;Diesel;7;3;1;81;0;1598;1355;3.8
18000;49000;Diesel;7;3;1;81;0;1598;1355;3.8
18000;60000;Diesel;7;3;1;81;0;1598;1355;3.8
17800;114230;LPG/CNG;7;3;1;81;0;1395;1355;3.4
18000;75000;Diesel;7;3;1;81;0;1598;1355;3.8
17899;121000;Diesel;7;2;1;81;0;1598;1365;3.9
17890;39000;Diesel;7;3;1;81;0;1598;1355;3.8
17590;122000;Diesel;7;2;1;85;0;1598;1360;3.9
17500;55000;Diesel;7;3;1;81;0;1598;1360;3.8
17500;80000;Diesel;7;3;1;81;0;1598;1360;3.8
17490;62000;Diesel;7;3;1;81;0;1598;1360;3.8
17000;59000;Diesel;6;3;1;110;0;1968;1400;4.5
16800;83500;Diesel;7;3;1;81;0;1598;1355;3.8
16800;98500;Diesel;7;3;1;81;0;1598;1355;3.8
16700;95000;Diesel;7;3;1;81;0;1598;1360;3.8
16500;125000;Diesel;6;3;1;110;0;1968;1400;4.5
16500;56000;Diesel;7;3;1;81;0;1598;1355;3.8
16350;84000;Diesel;7;3;1;81;0;1598;1360;3.8
16200;96000;Diesel;7;3;1;81;0;1598;1360;3.8
16000;98000;Diesel;6;3;1;110;0;1968;1400;4.5
15900;165000;Diesel;7;3;1;81;0;1598;1365;3.9
15890;169000;Diesel;7;3;1;81;0;1598;1360;3.8
15500;161000;LPG/CNG;7;3;1;81;0;1395;1355;3.4
15500;150000;Diesel;6;3;1;110;0;1968;1395;4.5
15450;157000;Diesel;7;3;1;81;0;1598;1360;3.8
14800;150000;Diesel;7;3;1;81;0;1598;1360;4
14000;152000;Diesel;7;3;1;81;0;1598;1355;3.8
15790;87000;Diesel;6;2;1;81;0;1598;1365;4.2
15790;96400;Diesel;6;3;1;110;1;1968;1360;3.8
15800;94000;Diesel;6;3;1;81;0;1598;1360;3.6
15799;70000;Diesel;6;3;1;81;0;1598;1335;3.8
15780;53500;Benzine;6;3;1;81;1;1197;1255;4.9
15780;80617;Diesel;6;3;1;81;0;1598;1410;3.8
15750;84386;Diesel;6;3;1;81;0;1598;1335;3.8
15750;87330;Diesel;6;3;1;81;1;1598;1360;4
15700;101000;Diesel;6;3;1;81;0;1598;1345;3.7
15750;142036;Diesel;6;3;1;110;0;1968;1365;4.5
15700;89991;Diesel;6;2;1;81;0;1598;1360;4.1
15700;83000;Diesel;6;3;1;81;0;1598;1315;4
15700;61100;Diesel;6;3;1;81;1;1598;1365;4
15700;57809;Diesel;6;3;1;81;0;1598;1360;3.8
15700;89138;Diesel;6;3;1;81;0;1598;1335;3.8
15699;108000;Diesel;6;2;1;85;0;1598;1360;4.1
15680;116593;Diesel;6;3;1;135;0;1968;1360;4
15930;92816;Diesel;6;2;1;85;1;1598;1335;4
15930;111900;Diesel;6;3;1;110;1;1968;1360;4
15930;81295;Diesel;6;3;1;81;1;1598;1360;4
15990;50000;Diesel;6;3;1;81;0;1598;1360;3.8
15990;89812;Diesel;6;3;1;81;0;1598;1315;3.3
15990;42152;Diesel;6;2;1;81;0;1598;1890;4
15930;111900;Diesel;6;3;1;110;1;1968;1365;4
15900;98000;Diesel;6;3;1;81;0;1598;1335;3.8
15900;142800;Diesel;6;3;1;110;0;1968;1360;4.1
15900;100000;Diesel;6;3;1;81;0;1598;1335;3.8
15900;97000;LPG/CNG;6;3;1;81;0;1395;1335;3.4
15900;32472;Diesel;6;3;1;81;0;1598;1365;3.8
15900;55927;Diesel;6;3;1;81;0;1598;1820;3.8
15900;79575;Diesel;6;3;1;81;0;1598;1335;3.8
15900;108500;Diesel;6;3;1;81;0;1598;1800;4
15900;42000;Diesel;6;3;1;81;0;1598;1335;3.8
15900;47000;Diesel;6;3;1;81;0;1598;1315;4
15900;129800;Diesel;6;3;1;110;0;1968;1385;4
15900;61446;Diesel;6;3;1;110;0;1968;1840;4.1
15900;50000;Benzine;6;2;1;85;1;999;1255;4.8
15900;118982;Diesel;6;3;1;81;0;1598;1235;3.8
15990;42378;Benzine;6;3;1;81;0;1197;1180;4.9
15990;53000;Diesel;6;3;1;81;0;1598;1260;3.9
15990;59843;Diesel;6;3;1;81;1;1598;1360;3.8
15990;110000;Diesel;6;3;1;81;0;1598;1280;4.1
15990;49493;Diesel;6;3;1;82;0;1598;1280;4.1
16000;123226;Diesel;6;3;1;81;0;1598;1335;3.6
16000;55000;Diesel;6;3;1;81;0;1598;1350;4
16000;61000;Diesel;6;3;1;81;1;1598;1345;3.9
16000;5410;Benzine;6;2;1;85;0;999;1255;4.6
15900;108000;Benzine;6;3;1;92;0;1395;1280;5
16000;89000;Diesel;6;3;1;81;0;1598;1335;3.8
16000;65000;Diesel;6;3;1;81;0;1598;1455;4.7
15999;76662;Diesel;6;3;1;81;0;1598;1335;4
16000;61418;Benzine;6;3;1;81;0;1197;1255;4.9
16000;94000;Diesel;6;3;1;81;0;1598;1385;3.8
15999;40354;Benzine;6;3;1;81;1;1197;1360;4.9
15999;101000;Diesel;6;3;1;81;0;1598;1350;3.8
15999;79307;Diesel;6;3;1;81;0;1598;1335;3.8
15999;31000;Diesel;6;3;1;81;0;1598;1280;3.4
15995;90069;Benzine;6;3;1;92;0;1395;1280;5.3
15980;67839;Diesel;6;3;2;81;0;1598;1360;3.7
15999;105259;Diesel;6;3;1;81;0;1598;1335;3.8
15990;47786;Diesel;6;3;2;81;0;1598;1365;3.9
15980;110712;Diesel;6;2;1;81;0;1598;1360;3.8
15900;89346;Diesel;6;3;1;81;0;1598;1360;4
15980;146839;Diesel;6;3;1;81;1;1598;1350;4.2
15890;53994;Diesel;6;3;1;81;0;1598;1360;3.8
15890;50800;Diesel;6;3;1;81;0;1598;1335;3.8
15899;64500;Diesel;6;3;0;81;0;1598;1335;3.8
15890;122300;Diesel;6;3;1;81;1;1598;1360;4.2
15890;53411;Diesel;6;3;1;81;0;1598;1360;3.8
15890;87000;Diesel;6;3;1;81;0;1598;1385;3.8
15890;46928;Diesel;6;3;1;81;0;1598;1360;3.8
15890;32185;Benzine;6;3;2;81;0;1197;1360;5
15880;54200;Diesel;6;3;1;81;1;1598;1260;4
15880;26280;Benzine;6;3;1;81;0;1197;1360;4.9
15870;124511;Diesel;6;3;1;110;1;1968;1360;4.1
15850;43424;Benzine;6;3;1;81;1;1197;1365;4.9
15850;31992;Benzine;6;3;1;81;1;1197;1360;5.1
15850;30057;Benzine;6;3;1;81;1;1197;1360;5
15850;127892;Diesel;6;2;1;85;0;1598;1335;4
15850;39722;Benzine;6;3;2;81;1;1197;1360;4.9
15850;77320;Diesel;6;3;1;81;0;1598;1280;3.4
15990;116000;Diesel;6;3;1;81;0;1598;1355;3.7
15990;71760;Diesel;6;2;1;81;0;1598;1820;3.9
15980;105227;Diesel;6;3;1;81;0;1598;1360;4.1
15980;61000;Diesel;6;3;1;81;0;1598;1322;3.95
15980;73500;Diesel;6;3;1;81;0;1598;1322;3.95
15850;97586;Diesel;6;2;1;85;0;1598;1365;4.5
15975;79300;Diesel;6;2;1;110;1;1968;1360;4.4
15970;33051;Diesel;6;3;1;81;1;1598;1260;3.8
15950;112000;Diesel;6;3;1;135;0;1968;1395;4.2
15950;20000;Diesel;6;3;2;81;1;1598;1365;3.8
15950;68100;Diesel;6;3;2;81;0;1598;1360;3.8
15950;78968;Diesel;6;3;2;82;0;1598;1180;3.4
15950;117000;Diesel;6;2;1;85;0;1598;1335;4
15950;112000;Diesel;6;3;2;135;0;1968;1880;4.2
15950;112000;Diesel;6;3;2;135;0;1968;1395;4.2
15950;116557;Diesel;6;3;1;81;1;1598;1360;3.8
15950;94427;Diesel;6;3;1;81;0;1598;1360;4
15950;89234;Diesel;6;3;1;81;1;1598;1360;3.8
30500;1;Diesel;7;1;1;85;0;1598;1360;3.9
34000;35000;Diesel;7;2;2;110;0;1968;1415;4.4
32000;9000;Diesel;7;1;1;110;0;1968;1415;4.4
64900;35000;Benzine;7;1;1;294;0;2480;1585;8.3
28390;41500;Diesel;7;2;1;110;0;1968;1415;4.4
39959;7;Benzine;7;1;1;85;0;999;1155;4.5
62900;700;Benzine;7;0;1;294;0;2480;1585;8.3
39575;7;Benzine;7;0;1;85;0;999;1155;4.5
56900;5200;Benzine;7;1;1;294;0;2480;1585;8.3
58500;10000;Benzine;7;1;1;294;0;2480;1585;8.3
58990;7500;Benzine;7;1;1;228;0;1984;1360;6.5
63900;10;Benzine;7;0;1;294;0;2480;1585;8.3
57400;63000;Benzine;7;1;1;294;0;2480;1585;8.3
56100;8364;Benzine;7;1;1;228;0;1984;1635;7.1
55000;24000;Benzine;7;2;1;294;0;2480;1585;8.3
55000;30000;Benzine;7;1;1;294;0;2480;1590;8.3
53000;4000;Benzine;7;1;1;294;0;2480;1590;8.3
51900;19000;Benzine;7;2;1;294;0;2480;1585;8.3
51900;49000;Benzine;7;1;1;294;0;2480;1585;8.3
52000;13963;Benzine;7;1;1;294;0;2480;1585;8.3
50000;25000;Benzine;7;1;1;294;0;2480;1585;8.3
51999;33000;Benzine;7;2;1;294;0;2480;1585;8.3
49900;17234;Benzine;7;1;1;294;0;2480;1585;8.3
41495;750;Benzine;7;0;1;110;0;1499;1155;4.5
42500;37333;Benzine;7;3;1;270;0;2480;1595;8.1
41000;30000;Benzine;7;3;1;270;0;2480;1595;8.1
45890;18700;Benzine;7;1;1;294;0;2480;1585;8.3
38495;7;Benzine;7;0;1;110;0;1499;1155;4.5
38450;13800;Electric;6;1;1;110;0;1395;1615;4
38725;7;Benzine;7;0;1;85;0;999;1155;4.5
38000;38000;Diesel;7;1;1;135;0;1968;1525;4.9
35899;20880;Electric;6;1;1;110;0;1395;1615;4
36840;7;Benzine;7;0;1;85;0;999;1155;4.5
38000;12000;Electric;6;1;1;110;0;1395;1615;4
35500;32800;Diesel;7;2;1;135;0;1968;1525;4.9
37998;7;Benzine;7;0;1;85;0;999;1155;4.5
35495;7;Benzine;7;0;1;85;0;999;1155;4.5
35000;45000;Diesel;6;2;2;110;0;1968;1395;4.5
35000;23900;Diesel;6;3;1;135;0;1968;1500;4.8
35000;35000;Diesel;6;1;1;110;0;1968;1395;4.5
34738;1647.362609;LPG/CNG;7;0;0;96;0;1498;1385;5.4
34000;29000;Diesel;6;1;1;110;0;1968;1395;4.5
34500;25000;Diesel;7;1;1;110;0;1968;1415;4.4
30000;59;Diesel;6;2;2;110;0;1968;1360;4.6
30000;18000;Diesel;7;1;1;110;0;1968;1415;4.4
30000;40000;Diesel;6;2;2;110;0;1968;1395;4.5
30000;1;LPG/CNG;7;0;1;96;0;1498;1385;3.5
29980;34000;Diesel;7;2;1;110;0;1968;1415;4.4
29990;1;Diesel;7;0;1;110;0;1968;1415;4.5
29950;4895;Benzine;7;1;1;110;0;1495;1240;4.8
29900;65;Diesel;7;0;1;85;0;1598;1360;3.9
29900;70000;Diesel;7;2;1;135;0;1968;1525;4.9
29500;26000;Diesel;7;2;1;110;0;1968;1575;4.5
29500;95000;Diesel;6;2;1;135;0;1968;1500;4.8
29500;1647.362609;Diesel;7;0;1;85;0;1598;1360;3.9
28990;1;Diesel;7;0;0;85;0;1598;1370;3.9
28900;5000;Diesel;7;1;1;85;0;1598;1360;3.9
28900;14000;Diesel;7;3;1;81;0;1598;1360;3.8
28500;61000;Diesel;6;3;1;110;0;1968;1395;4.5
28500;1647.362609;Benzine;7;0;0;85;0;999;1360;5.1
28490;1;Diesel;7;0;1;85;0;1598;1360;3.9
34000;35000;Diesel;7;2;1;110;0;1968;1415;4.4
28490;19000;Benzine;7;1;1;85;0;1598;1205;4.6
74600;13000;Benzine;7;1;1;294;0;2480;1490;8.3
67600;37747;Benzine;7;2;1;294;0;2480;1485;8.3
33000;20;Benzine;7;1;1;110;0;1498;1315;4.9
33800;60;LPG/CNG;7;0;0;96;0;1498;1385;3.5
32900;22500;Diesel;6;2;1;135;0;1968;1500;4.8
32500;20200;Diesel;7;2;1;135;0;1968;1525;4.9
33250;25000;Benzine;7;1;1;110;0;1395;1240;4.9
32200;50;Diesel;7;0;0;85;0;1598;1360;3.9
32950;8831;Benzine;7;2;1;110;0;1395;1355;4.9
31950;18300;Benzine;7;2;1;110;0;1395;1215;5
31900;10;Diesel;7;0;1;85;0;1598;1360;3.9
31900;1;Diesel;7;1;1;85;0;1598;1360;3.9
31900;1;Diesel;7;0;1;85;0;1598;1360;3.9
30900;468;Diesel;6;2;1;110;0;1968;1355;4.7
30900;11000;Diesel;7;1;1;110;0;1968;1415;4.4
30900;13861;Diesel;7;1;1;110;0;1968;1415;4.4
19890;31290;Benzine;7;2;1;110;0;1498;1280;4.7
19890;32900;Diesel;7;2;1;85;1;1598;1355;4
18900;42602;Diesel;7;2;1;85;0;1598;1360;3.9
19890;39800;Diesel;7;2;1;81;0;1598;1360;3.8
